file,class,method,variable,usage
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\ui\NetworkPagerAdapter.java,com.didichuxing.doraemonkit.kit.network.ui.NetworkPagerAdapter,getCount/0,views,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\ui\NetworkPagerAdapter.java,com.didichuxing.doraemonkit.kit.network.ui.NetworkPagerAdapter,"instantiateItem/2[com.didichuxing.doraemonkit.kit.network.ui.ViewGroup,int]",mRecord,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\ui\NetworkPagerAdapter.java,com.didichuxing.doraemonkit.kit.network.ui.NetworkPagerAdapter,"instantiateItem/2[com.didichuxing.doraemonkit.kit.network.ui.ViewGroup,int]",views,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\ui\NetworkPagerAdapter.java,com.didichuxing.doraemonkit.kit.network.ui.NetworkPagerAdapter,"NetworkPagerAdapter/2[java.util.List<com.didichuxing.doraemonkit.kit.network.ui.NetworkDetailView>,com.didichuxing.doraemonkit.kit.network.bean.NetworkRecord]",mRecord,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\ui\NetworkPagerAdapter.java,com.didichuxing.doraemonkit.kit.network.ui.NetworkPagerAdapter,"NetworkPagerAdapter/2[java.util.List<com.didichuxing.doraemonkit.kit.network.ui.NetworkDetailView>,com.didichuxing.doraemonkit.kit.network.bean.NetworkRecord]",views,3
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\ui\NetworkPagerAdapter.java,com.didichuxing.doraemonkit.kit.network.ui.NetworkPagerAdapter,"destroyItem/3[com.didichuxing.doraemonkit.kit.network.ui.ViewGroup,int,java.lang.Object]",views,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"DkDropDownMenu/3[com.didichuxing.doraemonkit.widget.dropdown.Context,com.didichuxing.doraemonkit.widget.dropdown.AttributeSet,int]",iconOrientation,3
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"DkDropDownMenu/3[com.didichuxing.doraemonkit.widget.dropdown.Context,com.didichuxing.doraemonkit.widget.dropdown.AttributeSet,int]",menuUnselectedIcon,3
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"DkDropDownMenu/3[com.didichuxing.doraemonkit.widget.dropdown.Context,com.didichuxing.doraemonkit.widget.dropdown.AttributeSet,int]",mOrientation,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"DkDropDownMenu/3[com.didichuxing.doraemonkit.widget.dropdown.Context,com.didichuxing.doraemonkit.widget.dropdown.AttributeSet,int]",textUnselectedColor,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"DkDropDownMenu/3[com.didichuxing.doraemonkit.widget.dropdown.Context,com.didichuxing.doraemonkit.widget.dropdown.AttributeSet,int]",menuTextSize,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"DkDropDownMenu/3[com.didichuxing.doraemonkit.widget.dropdown.Context,com.didichuxing.doraemonkit.widget.dropdown.AttributeSet,int]",textSelectedColor,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"DkDropDownMenu/3[com.didichuxing.doraemonkit.widget.dropdown.Context,com.didichuxing.doraemonkit.widget.dropdown.AttributeSet,int]",maskColor,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"DkDropDownMenu/3[com.didichuxing.doraemonkit.widget.dropdown.Context,com.didichuxing.doraemonkit.widget.dropdown.AttributeSet,int]",dividerHeight,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"DkDropDownMenu/3[com.didichuxing.doraemonkit.widget.dropdown.Context,com.didichuxing.doraemonkit.widget.dropdown.AttributeSet,int]",containerView,3
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"DkDropDownMenu/3[com.didichuxing.doraemonkit.widget.dropdown.Context,com.didichuxing.doraemonkit.widget.dropdown.AttributeSet,int]",tabMenuView,5
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"DkDropDownMenu/3[com.didichuxing.doraemonkit.widget.dropdown.Context,com.didichuxing.doraemonkit.widget.dropdown.AttributeSet,int]",menuSelectedIcon,3
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"DkDropDownMenu/3[com.didichuxing.doraemonkit.widget.dropdown.Context,com.didichuxing.doraemonkit.widget.dropdown.AttributeSet,int]",dividerColor,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,setTabClickable/1[boolean],tabMenuView,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,setTabText/1[java.lang.String],current_tab_position,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,setTabText/1[java.lang.String],tabMenuView,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,resetTabText/1[java.lang.String[]],tabMenuView,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,isShowing/0,current_tab_position,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,addTabEnd/1[com.didichuxing.doraemonkit.widget.dropdown.View],tabMenuView,4
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,setOnItemMenuClickListener/1[com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu.OnItemMenuClickListener],itemMenuClickListener,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,getListView/1[com.didichuxing.doraemonkit.widget.dropdown.View],dropTabViews,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,getListView/1[com.didichuxing.doraemonkit.widget.dropdown.View],popupMenuViews,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"setDropDownMenu/3[java.util.List<java.lang.String>,java.util.List<com.didichuxing.doraemonkit.widget.dropdown.View>,com.didichuxing.doraemonkit.widget.dropdown.View]",popupMenuViews,4
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"setDropDownMenu/3[java.util.List<java.lang.String>,java.util.List<com.didichuxing.doraemonkit.widget.dropdown.View>,com.didichuxing.doraemonkit.widget.dropdown.View]",maskView,6
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"setDropDownMenu/3[java.util.List<java.lang.String>,java.util.List<com.didichuxing.doraemonkit.widget.dropdown.View>,com.didichuxing.doraemonkit.widget.dropdown.View]",containerView,3
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"setDropDownMenu/3[java.util.List<java.lang.String>,java.util.List<com.didichuxing.doraemonkit.widget.dropdown.View>,com.didichuxing.doraemonkit.widget.dropdown.View]",maskColor,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,getDividerView/0,dividerHeight,3
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,getDividerView/0,dividerColor,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,closeMenu/0,textUnselectedColor,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,closeMenu/0,popupMenuViews,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,closeMenu/0,current_tab_position,3
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,closeMenu/0,maskView,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,closeMenu/0,tabMenuView,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,isActive/0,current_tab_position,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"setTextDrawables/2[com.didichuxing.doraemonkit.widget.dropdown.TextView,boolean]",mOrientation,4
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"addTab/2[java.util.List<java.lang.String>,int]",textUnselectedColor,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"addTab/2[java.util.List<java.lang.String>,int]",dropTabViews,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"addTab/2[java.util.List<java.lang.String>,int]",menuTextSize,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"addTab/2[java.util.List<java.lang.String>,int]",tabMenuView,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,"addTab/2[com.didichuxing.doraemonkit.widget.dropdown.View,int]",tabMenuView,3
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,switchMenu/1[com.didichuxing.doraemonkit.widget.dropdown.View],textUnselectedColor,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,switchMenu/1[com.didichuxing.doraemonkit.widget.dropdown.View],popupMenuViews,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,switchMenu/1[com.didichuxing.doraemonkit.widget.dropdown.View],current_tab_position,3
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,switchMenu/1[com.didichuxing.doraemonkit.widget.dropdown.View],maskView,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,switchMenu/1[com.didichuxing.doraemonkit.widget.dropdown.View],textSelectedColor,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\widget\dropdown\DkDropDownMenu.java,com.didichuxing.doraemonkit.widget.dropdown.DkDropDownMenu,switchMenu/1[com.didichuxing.doraemonkit.widget.dropdown.View],tabMenuView,6
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\common\CommonInspectorResponse.java,com.didichuxing.doraemonkit.kit.network.common.CommonInspectorResponse,requestId/0,mRequestId,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\common\CommonInspectorResponse.java,com.didichuxing.doraemonkit.kit.network.common.CommonInspectorResponse,firstHeaderValue/1[java.lang.String],headers,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\common\CommonInspectorResponse.java,com.didichuxing.doraemonkit.kit.network.common.CommonInspectorResponse,headerName/1[int],headers,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\common\CommonInspectorResponse.java,com.didichuxing.doraemonkit.kit.network.common.CommonInspectorResponse,"CommonInspectorResponse/4[int,java.lang.String,int,com.didichuxing.doraemonkit.kit.network.common.CommonHeaders]",headers,3
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\common\CommonInspectorResponse.java,com.didichuxing.doraemonkit.kit.network.common.CommonInspectorResponse,"CommonInspectorResponse/4[int,java.lang.String,int,com.didichuxing.doraemonkit.kit.network.common.CommonHeaders]",url,3
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\common\CommonInspectorResponse.java,com.didichuxing.doraemonkit.kit.network.common.CommonInspectorResponse,"CommonInspectorResponse/4[int,java.lang.String,int,com.didichuxing.doraemonkit.kit.network.common.CommonHeaders]",mRequestId,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\common\CommonInspectorResponse.java,com.didichuxing.doraemonkit.kit.network.common.CommonInspectorResponse,"CommonInspectorResponse/4[int,java.lang.String,int,com.didichuxing.doraemonkit.kit.network.common.CommonHeaders]",statusCode,3
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\common\CommonInspectorResponse.java,com.didichuxing.doraemonkit.kit.network.common.CommonInspectorResponse,statusCode/0,statusCode,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\common\CommonInspectorResponse.java,com.didichuxing.doraemonkit.kit.network.common.CommonInspectorResponse,headerValue/1[int],headers,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\common\CommonInspectorResponse.java,com.didichuxing.doraemonkit.kit.network.common.CommonInspectorResponse,headerCount/0,headers,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\common\CommonInspectorResponse.java,com.didichuxing.doraemonkit.kit.network.common.CommonInspectorResponse,url/0,url,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\core\RequestBodyHelper.java,com.didichuxing.doraemonkit.kit.network.core.RequestBodyHelper,getDisplayBody/0,mDeflatedOutput,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\core\RequestBodyHelper.java,com.didichuxing.doraemonkit.kit.network.core.RequestBodyHelper,hasBody/0,mDeflatedOutput,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\core\RequestBodyHelper.java,com.didichuxing.doraemonkit.kit.network.core.RequestBodyHelper,createBodySink/1[java.lang.String],GZIP_ENCODING,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\core\RequestBodyHelper.java,com.didichuxing.doraemonkit.kit.network.core.RequestBodyHelper,createBodySink/1[java.lang.String],mDeflatedOutput,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\network\core\RequestBodyHelper.java,com.didichuxing.doraemonkit.kit.network.core.RequestBodyHelper,createBodySink/1[java.lang.String],DEFLATE_ENCODING,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,enterBackground/0,mStartTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,renderEnd/0,mRenderStartTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,renderEnd/0,mTotalCostTime,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,renderEnd/0,mLaunchCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,renderEnd/0,mRenderCostTime,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,renderEnd/0,mPauseCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,renderEnd/0,mStartTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,renderEnd/0,mOtherCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,print/0,mCurrentActivity,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,print/0,mTotalCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,print/0,mLaunchCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,print/0,mPreviousActivity,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,print/0,mPauseCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,print/0,mRenderCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,print/0,mCounterInfos,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,print/0,mOtherCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,launch/0,mTotalCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,launch/0,mLaunchStartTime,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,launch/0,mLaunchCostTime,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,launch/0,mPauseCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,launch/0,mRenderCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,launch/0,mStartTime,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,launch/0,mOtherCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,launchEnd/0,mLaunchStartTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,launchEnd/0,mLaunchCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,pause/0,mTotalCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,pause/0,mLaunchStartTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,pause/0,mLaunchCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,pause/0,mPauseCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,pause/0,mRenderCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,pause/0,mPreviousActivity,2
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,pause/0,mStartTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,pause/0,mOtherCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,render/0,mRenderStartTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,render/0,mCurrentActivity,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,paused/0,mPauseCostTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,paused/0,mStartTime,1
C:\DoKit-master\Android\dokit\src\main\java\com\didichuxing\doraemonkit\kit\timecounter\counter\ActivityCounter.java,com.didichuxing.doraemonkit.kit.timecounter.counter.ActivityCounter,getHistory/0,mCounterInfos,1
C:\DoKit-master\Android\dokit-util\src\main\java\com\didichuxing\doraemonkit\util\FileUtils.java,com.didichuxing.doraemonkit.util.FileUtils,getFileLines/1[java.io.File],LINE_SEP,1
C:\DoKit-master\Android\dokit-util\src\main\java\com\didichuxing\doraemonkit\util\BusUtils.java,com.didichuxing.doraemonkit.util.BusUtils,"invokeBuses/3[java.lang.Object,com.didichuxing.doraemonkit.util.BusUtils.BusInfo,java.util.Set<java.lang.Object>]",NULL,1
C:\DoKit-master\Android\dokit-util\src\main\java\com\didichuxing\doraemonkit\util\BusUtils.java,com.didichuxing.doraemonkit.util.BusUtils,"consumeSticky/3[java.lang.Object,java.lang.String,java.lang.Object]",mClassName_Tag_Arg4StickyMap,2
C:\DoKit-master\Android\dokit-util\src\main\java\com\didichuxing\doraemonkit\util\BusUtils.java,com.didichuxing.doraemonkit.util.BusUtils,"consumeSticky/3[java.lang.Object,java.lang.String,java.lang.Object]",TAG,1
C:\DoKit-master\Android\dokit-util\src\main\java\com\didichuxing\doraemonkit\util\BusUtils.java,com.didichuxing.doraemonkit.util.BusUtils,"consumeSticky/3[java.lang.Object,java.lang.String,java.lang.Object]",mTag_BusInfoListMap,1
